instant,dateday,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
284,12/15/2011,4,0,12,12,0,4,1,2,0.46,0.4545,0.59,0.4925,17,140,157
285,12/24/2011,1,0,12,10,0,6,0,1,0.3,0.2576,0.42,0.4925,4,52,56
286,12/31/2011,1,0,12,13,0,6,0,1,0.5,0.4848,0.42,0.4925,108,205,313
287,12/31/2011,1,0,12,15,0,6,0,1,0.46,0.4545,0.47,0.4925,89,164,253
288,1/2/2012,1,1,1,11,1,1,0,1,0.26,0.2121,0.35,0.4925,33,142,175
289,1/13/2012,1,1,1,4,0,5,1,3,0.32,0.2879,0.7,0.4925,1,2,3
290,1/13/2012,1,1,1,12,0,5,1,1,0.24,0.197,0.38,0.4925,14,140,154
291,1/17/2012,1,1,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925,12,120,132
292,1/17/2012,1,1,1,15,0,2,1,1,0.44,0.4394,0.62,0.4925,6,123,129
293,1/18/2012,1,1,1,2,0,3,1,2,0.44,0.4394,0.51,0.4925,1,1,2
294,1/18/2012,1,1,1,3,0,3,1,2,0.44,0.4394,0.51,0.4925,1,3,4
295,1/18/2012,1,1,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,6,155,161
296,1/27/2012,1,1,1,18,0,5,1,1,0.4,0.4091,0.5,0.4925,20,363,383
297,2/2/2012,1,1,2,17,0,4,1,1,0.42,0.4242,0.54,0.4925,13,437,450
298,2/11/2012,1,1,2,23,0,6,0,3,0.12,0.0758,0.5,0.4925,0,20,20
299,2/25/2012,1,1,2,13,0,6,0,1,0.32,0.2879,0.31,0.4925,48,178,226
300,3/4/2012,1,1,3,16,0,0,0,1,0.36,0.3182,0.29,0.4925,68,231,299
301,3/4/2012,1,1,3,19,0,0,0,1,0.3,0.2576,0.36,0.4925,12,120,132
302,3/7/2012,1,1,3,17,0,3,1,1,0.56,0.5303,0.43,0.4925,58,554,612
303,3/9/2012,1,1,3,1,0,5,1,3,0.56,0.5303,0.52,0.4925,4,22,26
304,3/9/2012,1,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,14,145,159
305,3/9/2012,1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,7,100,107
306,3/26/2012,2,1,3,21,0,1,1,1,0.38,0.3939,0.25,0.4925,11,175,186
307,3/29/2012,2,1,3,12,0,4,1,1,0.5,0.4848,0.42,0.4925,64,228,292
308,4/2/2012,2,1,4,4,0,1,1,1,0.4,0.4091,0.76,0.4925,2,2,4
309,4/2/2012,2,1,4,5,0,1,1,1,0.4,0.4091,0.76,0.4925,2,22,24
310,4/9/2012,2,1,4,10,0,1,1,1,0.5,0.4848,0.27,0.4925,65,113,178
311,4/9/2012,2,1,4,22,0,1,1,2,0.46,0.4545,0.41,0.4925,6,102,108
312,4/10/2012,2,1,4,22,0,2,1,1,0.4,0.4091,0.37,0.4925,9,118,127
313,4/17/2012,2,1,4,9,0,2,1,1,0.6,0.6212,0.38,0.4925,71,329,400
314,4/21/2012,2,1,4,18,0,6,0,2,0.68,0.6364,0.47,0.4925,133,283,416
315,4/21/2012,2,1,4,19,0,6,0,3,0.56,0.5303,0.73,0.4925,9,45,54
316,4/27/2012,2,1,4,3,0,5,1,1,0.44,0.4394,0.47,0.4925,1,2,3
317,4/27/2012,2,1,4,9,0,5,1,1,0.42,0.4242,0.44,0.4925,42,292,334
318,4/27/2012,2,1,4,15,0,5,1,1,0.52,0.5,0.29,0.4925,101,223,324
319,5/29/2012,2,1,5,16,0,2,1,1,0.82,0.7727,0.49,0.4925,73,320,393
320,5/29/2012,2,1,5,18,0,2,1,1,0.8,0.7424,0.49,0.4925,78,632,710
321,6/4/2012,2,1,6,11,0,1,1,1,0.64,0.6212,0.38,0.4925,71,168,239
322,6/4/2012,2,1,6,14,0,1,1,1,0.62,0.6212,0.41,0.4925,84,186,270
323,6/13/2012,2,1,6,15,0,3,1,1,0.72,0.6515,0.32,0.4925,65,216,281
324,6/13/2012,2,1,6,16,0,3,1,1,0.72,0.6515,0.3,0.4925,72,320,392
325,6/13/2012,2,1,6,17,0,3,1,1,0.72,0.6515,0.32,0.4925,75,782,857
326,6/26/2012,3,1,6,16,0,2,1,1,0.72,0.6364,0.26,0.4925,67,349,416
327,7/3/2012,3,1,7,20,0,2,1,3,0.76,0.697,0.55,0.4925,80,296,376
328,7/15/2012,3,1,7,17,0,0,0,1,0.8,0.7727,0.59,0.4925,122,314,436
329,9/8/2012,3,1,9,12,0,6,0,1,0.8,0.7576,0.55,0.4925,220,474,694
330,10/10/2012,4,1,10,20,0,3,1,1,0.52,0.5,0.48,0.4925,21,371,392
331,10/28/2012,4,1,10,12,0,0,0,2,0.48,0.4697,0.59,0.4925,118,373,491
332,10/28/2012,4,1,10,15,0,0,0,2,0.5,0.4848,0.63,0.4925,76,225,301
333,10/28/2012,4,1,10,18,0,0,0,3,0.42,0.4242,0.94,0.4925,18,136,154
334,11/2/2012,4,1,11,14,0,5,1,2,0.4,0.4091,0.4,0.4925,63,199,262
335,11/8/2012,4,1,11,12,0,4,1,1,0.4,0.4091,0.24,0.4925,33,202,235
336,11/24/2012,4,1,11,1,0,6,0,1,0.34,0.2879,0.42,0.4925,1,19,20
337,12/5/2012,4,1,12,14,0,3,1,1,0.48,0.4697,0.33,0.4925,39,179,218
338,12/18/2012,4,1,12,15,0,2,1,1,0.46,0.4545,0.44,0.4925,28,218,246
339,12/21/2012,1,1,12,4,0,5,1,2,0.36,0.3182,0.71,0.4925,1,5,6
340,12/27/2012,1,1,12,6,0,4,1,1,0.24,0.197,0.7,0.4925,0,45,45
341,12/27/2012,1,1,12,9,0,4,1,1,0.26,0.2121,0.6,0.4925,6,127,133
342,12/29/2012,1,1,12,21,0,6,0,2,0.28,0.2424,0.56,0.4925,4,56,60
343,1/9/2011,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12
344,1/9/2011,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11
345,1/9/2011,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72
346,1/19/2011,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28
347,1/21/2011,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63
348,1/21/2011,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59
349,1/23/2011,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,24,92,116
350,1/26/2011,1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,1,42,43
351,2/8/2011,1,0,2,11,0,2,1,1,0.22,0.1818,0.47,0.4627,1,49,50
352,2/8/2011,1,0,2,19,0,2,1,1,0.16,0.1212,0.4,0.4627,1,100,101
353,2/8/2011,1,0,2,21,0,2,1,1,0.14,0.1061,0.33,0.4627,8,46,54
354,2/12/2011,1,0,2,12,0,6,0,1,0.3,0.2727,0.39,0.4627,27,93,120
355,2/13/2011,1,0,2,12,0,0,0,1,0.36,0.3182,0.32,0.4627,58,94,152
356,2/14/2011,1,0,2,8,0,1,1,1,0.38,0.3939,0.4,0.4627,7,249,256
357,2/14/2011,1,0,2,16,0,1,1,1,0.52,0.5,0.27,0.4627,16,102,118
358,2/14/2011,1,0,2,20,0,1,1,1,0.36,0.3182,0.46,0.4627,5,65,70
359,2/15/2011,1,0,2,5,0,2,1,1,0.22,0.1818,0.32,0.4627,0,4,4
360,2/20/2011,1,0,2,1,0,0,0,1,0.24,0.197,0.41,0.4627,5,11,16
361,2/25/2011,1,0,2,12,0,5,1,3,0.54,0.5152,0.6,0.4627,20,95,115
362,2/25/2011,1,0,2,13,0,5,1,3,0.54,0.5152,0.6,0.4627,6,77,83
363,2/25/2011,1,0,2,16,0,5,1,1,0.32,0.2879,0.49,0.4627,11,91,102
364,3/1/2011,1,0,3,0,0,2,1,1,0.3,0.2727,0.7,0.4627,0,7,7
365,3/2/2011,1,0,3,21,0,3,1,1,0.34,0.2879,0.29,0.4627,3,68,71
366,3/3/2011,1,0,3,0,0,4,1,1,0.24,0.197,0.3,0.4627,3,10,13
367,3/3/2011,1,0,3,1,0,4,1,1,0.24,0.197,0.3,0.4627,0,1,1
368,3/3/2011,1,0,3,2,0,4,1,1,0.2,0.1667,0.27,0.4627,1,2,3
369,3/3/2011,1,0,3,3,0,4,1,1,0.2,0.1667,0.27,0.4627,0,1,1
370,3/7/2011,1,0,3,9,0,1,1,1,0.22,0.1818,0.64,0.4627,5,129,134
371,3/19/2011,1,0,3,9,0,6,0,1,0.42,0.4242,0.44,0.4627,35,41,76
372,3/19/2011,1,0,3,13,0,6,0,1,0.5,0.4848,0.34,0.4627,174,127,301
373,3/22/2011,2,0,3,9,0,2,1,2,0.4,0.4091,0.58,0.4627,19,159,178
374,4/4/2011,2,0,4,12,0,1,1,1,0.64,0.6212,0.36,0.4627,59,98,157
375,4/4/2011,2,0,4,19,0,1,1,1,0.7,0.6364,0.24,0.4627,51,227,278
376,4/4/2011,2,0,4,22,0,1,1,2,0.68,0.6364,0.36,0.4627,17,58,75
377,4/5/2011,2,0,4,15,0,2,1,1,0.4,0.4091,0.46,0.4627,6,62,68
378,4/12/2011,2,0,4,12,0,2,1,2,0.56,0.5303,0.64,0.4627,9,83,92
379,4/16/2011,2,0,4,16,0,6,0,3,0.5,0.4848,0.88,0.4627,6,27,33
380,4/20/2011,2,0,4,8,0,3,1,1,0.62,0.6061,0.69,0.4627,22,374,396
381,4/20/2011,2,0,4,14,0,3,1,1,0.74,0.6515,0.4,0.4627,33,115,148
382,4/21/2011,2,0,4,3,0,4,1,2,0.46,0.4545,0.51,0.4627,4,3,7
383,4/21/2011,2,0,4,7,0,4,1,2,0.42,0.4242,0.47,0.4627,15,183,198
384,4/28/2011,2,0,4,6,0,4,1,2,0.64,0.5909,0.78,0.4627,7,79,86
385,5/3/2011,2,0,5,16,0,2,1,1,0.72,0.6667,0.54,0.4627,46,225,271
386,5/3/2011,2,0,5,17,0,2,1,1,0.7,0.6515,0.54,0.4627,53,464,517
387,5/4/2011,2,0,5,16,0,3,1,1,0.5,0.4848,0.45,0.4627,22,173,195
388,5/17/2011,2,0,5,14,0,2,1,1,0.62,0.5909,0.73,0.4627,61,123,184
389,6/2/2011,2,0,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627,39,193,232
390,6/28/2011,3,0,6,19,0,2,1,2,0.74,0.6818,0.58,0.4627,44,255,299
391,8/19/2011,3,0,8,19,0,5,1,3,0.62,0.5909,0.73,0.4627,33,132,165
392,8/22/2011,3,0,8,13,0,1,1,1,0.74,0.6515,0.3,0.4627,47,158,205
393,8/27/2011,3,0,8,10,0,6,0,2,0.7,0.6667,0.79,0.4627,51,154,205
394,9/15/2011,3,0,9,16,0,4,1,2,0.54,0.5152,0.77,0.4627,29,193,222
395,9/15/2011,3,0,9,17,0,4,1,3,0.48,0.4697,0.82,0.4627,31,230,261
396,9/15/2011,3,0,9,19,0,4,1,1,0.46,0.4545,0.67,0.4627,20,212,232
397,10/15/2011,4,0,10,13,0,6,0,1,0.6,0.6212,0.35,0.4627,171,223,394
398,10/15/2011,4,0,10,14,0,6,0,1,0.6,0.6212,0.33,0.4627,242,230,472
399,10/16/2011,4,0,10,17,0,0,0,1,0.58,0.5455,0.49,0.4627,152,253,405
400,10/16/2011,4,0,10,20,0,0,0,1,0.54,0.5152,0.52,0.4627,49,129,178
401,10/20/2011,4,0,10,3,0,4,1,1,0.5,0.4848,0.82,0.4627,0,1,1
402,10/20/2011,4,0,10,4,0,4,1,1,0.5,0.4848,0.82,0.4627,2,6,8
403,10/27/2011,4,0,10,17,0,4,1,2,0.5,0.4848,0.72,0.4627,31,291,322
404,10/27/2011,4,0,10,18,0,4,1,2,0.48,0.4697,0.67,0.4627,14,226,240
405,10/27/2011,4,0,10,19,0,4,1,2,0.44,0.4394,0.67,0.4627,19,200,219
406,11/4/2011,4,0,11,9,0,5,1,2,0.42,0.4242,0.71,0.4627,15,239,254
407,11/4/2011,4,0,11,18,0,5,1,1,0.42,0.4242,0.32,0.4627,35,339,374
408,11/11/2011,4,0,11,12,1,5,0,1,0.34,0.2879,0.42,0.4627,41,198,239
409,11/11/2011,4,0,11,14,1,5,0,1,0.38,0.3939,0.37,0.4627,64,183,247
410,11/23/2011,4,0,11,14,0,3,1,1,0.42,0.4242,0.54,0.4627,13,200,213
411,11/23/2011,4,0,11,16,0,3,1,2,0.4,0.4091,0.62,0.4627,4,169,173
412,11/23/2011,4,0,11,21,0,3,1,1,0.36,0.3182,0.57,0.4627,0,66,66
413,11/27/2011,4,0,11,14,0,0,0,1,0.62,0.6212,0.43,0.4627,113,200,313
414,12/8/2011,4,0,12,4,0,4,1,2,0.24,0.197,0.6,0.4627,0,2,2
415,12/23/2011,1,0,12,13,0,5,1,1,0.4,0.4091,0.5,0.4627,17,177,194
416,12/26/2011,1,0,12,12,1,1,0,1,0.36,0.3182,0.43,0.4627,34,66,100
417,12/28/2011,1,0,12,13,0,3,1,1,0.34,0.2879,0.39,0.4627,24,135,159
418,1/2/2012,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39
419,1/3/2012,1,1,1,10,0,2,1,1,0.16,0.1212,0.47,0.4627,5,55,60
420,1/3/2012,1,1,1,17,0,2,1,1,0.14,0.1061,0.26,0.4627,4,241,245
421,1/13/2012,1,1,1,16,0,5,1,1,0.28,0.2424,0.3,0.4627,18,215,233
422,1/17/2012,1,1,1,21,0,2,1,1,0.46,0.4545,0.67,0.4627,6,174,180
423,1/18/2012,1,1,1,10,0,3,1,1,0.3,0.2727,0.42,0.4627,5,88,93
424,1/18/2012,1,1,1,13,0,3,1,1,0.3,0.2727,0.42,0.4627,6,124,130
425,1/27/2012,1,1,1,13,0,5,1,1,0.5,0.4848,0.59,0.4627,26,175,201
426,2/2/2012,1,1,2,18,0,4,1,1,0.4,0.4091,0.43,0.4627,17,393,410
427,2/11/2012,1,1,2,17,0,6,0,3,0.22,0.1818,0.69,0.4627,13,131,144
428,2/12/2012,1,1,2,1,0,0,0,3,0.08,0.0455,0.79,0.4627,0,24,24
429,2/12/2012,1,1,2,16,0,0,0,1,0.2,0.1667,0.34,0.4627,16,148,164
430,2/12/2012,1,1,2,18,0,0,0,1,0.16,0.1212,0.4,0.4627,4,92,96
431,2/22/2012,1,1,2,16,0,3,1,1,0.52,0.5,0.29,0.4627,30,268,298
432,2/25/2012,1,1,2,22,0,6,0,1,0.24,0.197,0.38,0.4627,4,78,82
433,3/1/2012,1,1,3,21,0,4,1,1,0.42,0.4242,0.47,0.4627,7,190,197
434,3/5/2012,1,1,3,20,0,1,1,1,0.26,0.2273,0.37,0.4627,8,171,179
435,3/7/2012,1,1,3,18,0,3,1,1,0.56,0.5303,0.4,0.4627,35,509,544
436,3/8/2012,1,1,3,9,0,4,1,1,0.46,0.4545,0.72,0.4627,19,282,301
437,3/8/2012,1,1,3,10,0,4,1,1,0.5,0.4848,0.68,0.4627,19,119,138
438,3/8/2012,1,1,3,11,0,4,1,2,0.54,0.5152,0.6,0.4627,48,156,204
439,3/9/2012,1,1,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,3,51,54
440,3/9/2012,1,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178
441,3/27/2012,2,1,3,1,0,2,1,1,0.3,0.2727,0.26,0.4627,1,4,5
442,3/31/2012,2,1,3,18,0,6,0,2,0.44,0.4394,0.72,0.4627,102,239,341
443,4/2/2012,2,1,4,6,0,1,1,1,0.36,0.3182,0.71,0.4627,6,104,110
444,4/6/2012,2,1,4,18,0,5,1,1,0.5,0.4848,0.22,0.4627,104,380,484
445,4/16/2012,2,1,4,16,1,1,0,1,0.8,0.697,0.33,0.4627,92,266,358
446,4/22/2012,2,1,4,23,0,0,0,3,0.36,0.3182,0.81,0.4627,0,17,17
447,5/4/2012,2,1,5,17,0,5,1,1,0.7,0.6515,0.54,0.4627,96,547,643
448,5/4/2012,2,1,5,18,0,5,1,1,0.7,0.6515,0.54,0.4627,77,564,641
449,5/10/2012,2,1,5,9,0,4,1,1,0.5,0.4848,0.59,0.4627,62,299,361
450,5/10/2012,2,1,5,16,0,4,1,1,0.58,0.5455,0.3,0.4627,87,334,421
451,6/4/2012,2,1,6,10,0,1,1,1,0.64,0.6212,0.41,0.4627,67,120,187
452,6/4/2012,2,1,6,16,0,1,1,1,0.66,0.6212,0.39,0.4627,73,375,448
453,6/25/2012,3,1,6,15,0,1,1,1,0.78,0.6818,0.38,0.4627,65,168,233
454,6/25/2012,3,1,6,17,0,1,1,1,0.8,0.6818,0.24,0.4627,76,757,833
455,6/25/2012,3,1,6,19,0,1,1,1,0.74,0.6515,0.27,0.4627,74,508,582
456,6/26/2012,3,1,6,13,0,2,1,1,0.7,0.6364,0.3,0.4627,74,232,306
457,6/26/2012,3,1,6,14,0,2,1,1,0.7,0.6364,0.3,0.4627,81,186,267
458,6/26/2012,3,1,6,15,0,2,1,1,0.72,0.6515,0.28,0.4627,88,229,317
459,6/27/2012,3,1,6,15,0,3,1,1,0.8,0.697,0.26,0.4627,61,188,249
460,8/2/2012,3,1,8,15,0,4,1,1,0.78,0.7424,0.62,0.4627,68,202,270
461,8/5/2012,3,1,8,13,0,0,0,1,0.88,0.8182,0.44,0.4627,208,315,523
462,8/5/2012,3,1,8,14,0,0,0,1,0.9,0.8485,0.42,0.4627,161,365,526
463,8/17/2012,3,1,8,15,0,5,1,1,0.86,0.2424,0.3,0.4627,127,256,383
464,8/25/2012,3,1,8,18,0,6,0,2,0.66,0.6212,0.69,0.4627,122,261,383
465,9/4/2012,3,1,9,15,0,2,1,1,0.8,0.7727,0.59,0.4627,68,224,292
466,9/18/2012,3,1,9,14,0,2,1,3,0.6,0.5152,0.94,0.4627,27,116,143
467,9/18/2012,3,1,9,22,0,2,1,3,0.58,0.5455,0.83,0.4627,14,137,151
468,10/12/2012,4,1,10,12,0,5,1,1,0.54,0.5152,0.39,0.4627,75,312,387
469,10/12/2012,4,1,10,14,0,5,1,1,0.56,0.5303,0.37,0.4627,109,262,371
470,10/28/2012,4,1,10,16,0,0,0,3,0.48,0.4697,0.67,0.4627,42,251,293
471,10/28/2012,4,1,10,20,0,0,0,3,0.42,0.4242,0.94,0.4627,4,51,55
472,11/3/2012,4,1,11,12,0,6,0,2,0.36,0.3182,0.46,0.4627,74,320,394
473,11/8/2012,4,1,11,20,0,4,1,1,0.38,0.3939,0.29,0.4627,10,235,245
474,11/13/2012,4,1,11,6,0,2,1,3,0.32,0.2879,0.81,0.4627,2,48,50
475,11/24/2012,4,1,11,8,0,6,0,2,0.26,0.2121,0.44,0.4627,7,55,62
476,11/24/2012,4,1,11,14,0,6,0,1,0.32,0.2879,0.33,0.4627,58,149,207
477,11/24/2012,4,1,11,15,0,6,0,1,0.3,0.2727,0.36,0.4627,59,139,198
478,12/11/2012,4,1,12,0,0,2,1,3,0.46,0.4545,0.77,0.4627,2,29,31
479,12/18/2012,4,1,12,16,0,2,1,1,0.44,0.4394,0.41,0.4627,40,323,363
480,12/21/2012,1,1,12,10,0,5,1,1,0.32,0.2879,0.42,0.4627,8,146,154
481,12/22/2012,1,1,12,14,0,6,0,1,0.32,0.2879,0.36,0.4627,20,141,161
482,12/22/2012,1,1,12,18,0,6,0,1,0.26,0.2121,0.44,0.4627,7,75,82
483,12/26/2012,1,1,12,11,0,3,1,3,0.2,0.1667,0.86,0.4627,0,10,10
484,12/27/2012,1,1,12,12,0,4,1,1,0.3,0.2727,0.49,0.4627,22,87,109
485,12/27/2012,1,1,12,13,0,4,1,1,0.3,0.2727,0.49,0.4627,19,99,118
486,12/29/2012,1,1,12,22,0,6,0,2,0.26,0.2424,0.6,0.4627,3,51,54
487,12/30/2012,1,1,12,8,0,0,0,1,0.24,0.197,0.52,0.4627,1,32,33
488,12/30/2012,1,1,12,14,0,0,0,1,0.3,0.2727,0.36,0.4627,39,121,160
489,1/2/2011,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30
490,1/8/2011,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74
491,1/8/2011,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76
492,1/8/2011,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22
493,1/9/2011,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83
494,1/9/2011,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75
495,1/9/2011,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92
496,1/12/2011,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33
497,1/13/2011,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37
498,1/13/2011,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83
499,1/21/2011,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65
500,2/2/2011,1,0,2,23,0,3,1,1,0.2,0.1667,0.44,0.4478,3,29,32
501,2/3/2011,1,0,2,0,0,4,1,1,0.2,0.1667,0.4,0.4478,1,11,12
502,2/3/2011,1,0,2,11,0,4,1,1,0.18,0.1364,0.43,0.4478,9,55,64
503,2/5/2011,1,0,2,18,0,6,0,2,0.28,0.2424,0.93,0.4478,2,81,83
504,2/5/2011,1,0,2,19,0,6,0,2,0.28,0.2424,0.93,0.4478,6,78,84
505,2/8/2011,1,0,2,13,0,2,1,2,0.24,0.197,0.32,0.4478,2,48,50
506,2/13/2011,1,0,2,11,0,0,0,1,0.32,0.2879,0.39,0.4478,26,86,112
507,2/14/2011,1,0,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,27,99,126
508,2/15/2011,1,0,2,9,0,2,1,1,0.22,0.197,0.29,0.4478,2,108,110
509,2/19/2011,1,0,2,18,0,6,0,1,0.36,0.3182,0.25,0.4478,21,67,88
510,2/19/2011,1,0,2,23,0,6,0,1,0.28,0.2424,0.33,0.4478,4,25,29
511,2/20/2011,1,0,2,0,0,0,0,1,0.26,0.2121,0.35,0.4478,3,14,17
512,2/21/2011,1,0,2,15,1,1,0,2,0.3,0.2727,0.7,0.4478,11,76,87
513,2/21/2011,1,0,2,21,1,1,0,3,0.22,0.197,0.75,0.4478,1,33,34
514,2/25/2011,1,0,2,11,0,5,1,1,0.52,0.5,0.77,0.4478,9,50,59
515,2/25/2011,1,0,2,19,0,5,1,1,0.3,0.2727,0.52,0.4478,4,86,90
516,2/25/2011,1,0,2,22,0,5,1,1,0.26,0.2121,0.48,0.4478,7,43,50
517,3/6/2011,1,0,3,7,0,0,0,3,0.42,0.4242,1,0.4478,0,5,5
518,3/7/2011,1,0,3,11,0,1,1,1,0.26,0.2121,0.48,0.4478,19,41,60
519,3/12/2011,1,0,3,14,0,6,0,1,0.4,0.4091,0.5,0.4478,70,96,166
520,3/12/2011,1,0,3,16,0,6,0,1,0.46,0.4545,0.41,0.4478,100,144,244
521,3/19/2011,1,0,3,11,0,6,0,1,0.46,0.4545,0.36,0.4478,90,106,196
522,4/4/2011,2,0,4,21,0,1,1,2,0.7,0.6364,0.3,0.4478,19,76,95
523,4/5/2011,2,0,4,11,0,2,1,3,0.32,0.2879,0.81,0.4478,1,18,19
524,4/6/2011,2,0,4,17,0,3,1,1,0.52,0.5,0.32,0.4478,53,303,356
525,4/11/2011,2,0,4,19,0,1,1,1,0.72,0.6667,0.51,0.4478,73,211,284
526,4/15/2011,2,0,4,15,1,5,0,1,0.54,0.5152,0.52,0.4478,50,112,162
527,4/16/2011,2,0,4,11,0,6,0,3,0.42,0.4242,0.94,0.4478,4,27,31
528,4/17/2011,2,0,4,6,0,0,0,1,0.36,0.3182,0.66,0.4478,3,5,8
529,4/17/2011,2,0,4,10,0,0,0,1,0.42,0.4242,0.44,0.4478,91,120,211
530,4/17/2011,2,0,4,17,0,0,0,1,0.56,0.5303,0.3,0.4478,143,163,306
531,4/21/2011,2,0,4,4,0,4,1,2,0.44,0.4394,0.54,0.4478,2,4,6
532,4/26/2011,2,0,4,13,0,2,1,1,0.74,0.6667,0.51,0.4478,37,139,176
533,4/26/2011,2,0,4,18,0,2,1,1,0.68,0.6364,0.65,0.4478,65,463,528
534,4/28/2011,2,0,4,2,0,4,1,2,0.62,0.5758,0.83,0.4478,14,7,21
535,4/28/2011,2,0,4,7,0,4,1,2,0.64,0.5909,0.78,0.4478,14,201,215
536,4/28/2011,2,0,4,8,0,4,1,2,0.66,0.6061,0.78,0.4478,31,367,398
537,5/3/2011,2,0,5,15,0,2,1,2,0.7,0.6515,0.58,0.4478,37,117,154
538,5/3/2011,2,0,5,21,0,2,1,2,0.64,0.6212,0.61,0.4478,42,183,225
539,5/4/2011,2,0,5,13,0,3,1,2,0.46,0.4545,0.59,0.4478,15,128,143
540,5/5/2011,2,0,5,11,0,4,1,1,0.52,0.5,0.36,0.4478,43,105,148
541,5/5/2011,2,0,5,14,0,4,1,1,0.54,0.5152,0.28,0.4478,19,135,154
542,5/6/2011,2,0,5,14,0,5,1,1,0.6,0.6212,0.4,0.4478,86,127,213
543,5/17/2011,2,0,5,15,0,2,1,1,0.62,0.6061,0.69,0.4478,79,131,210
544,5/23/2011,2,0,5,15,0,1,1,2,0.72,0.6818,0.62,0.4478,57,119,176
545,6/13/2011,2,0,6,8,0,1,1,1,0.58,0.5455,0.49,0.4478,44,432,476
546,6/13/2011,2,0,6,15,0,1,1,1,0.7,0.6364,0.37,0.4478,58,127,185
547,7/8/2011,3,0,7,16,0,5,1,3,0.68,0.6364,0.83,0.4478,27,105,132
548,7/8/2011,3,0,7,17,0,5,1,3,0.66,0.5909,0.89,0.4478,6,161,167
549,8/6/2011,3,0,8,18,0,6,0,2,0.72,0.697,0.79,0.4478,81,130,211
550,8/16/2011,3,0,8,8,0,2,1,1,0.7,0.6515,0.58,0.4478,24,417,441
551,8/24/2011,3,0,8,15,0,3,1,1,0.76,0.6818,0.48,0.4478,63,141,204
552,10/12/2011,4,0,10,9,0,3,1,2,0.54,0.5152,0.88,0.4478,14,183,197
553,10/15/2011,4,0,10,10,0,6,0,1,0.54,0.5152,0.45,0.4478,115,207,322
554,10/16/2011,4,0,10,18,0,0,0,1,0.56,0.5303,0.49,0.4478,102,226,328
555,10/20/2011,4,0,10,2,0,4,1,1,0.56,0.5303,0.88,0.4478,0,4,4
556,10/20/2011,4,0,10,7,0,4,1,1,0.42,0.4242,0.77,0.4478,15,303,318
557,10/20/2011,4,0,10,10,0,4,1,1,0.46,0.4545,0.59,0.4478,25,105,130
558,10/20/2011,4,0,10,15,0,4,1,2,0.48,0.4697,0.51,0.4478,22,138,160
559,10/20/2011,4,0,10,16,0,4,1,2,0.48,0.4697,0.51,0.4478,31,203,234
560,10/29/2011,4,0,10,14,0,6,0,3,0.24,0.197,0.87,0.4478,0,29,29
561,11/4/2011,4,0,11,11,0,5,1,2,0.44,0.4394,0.67,0.4478,34,128,162
562,11/11/2011,4,0,11,9,1,5,0,1,0.32,0.2879,0.45,0.4478,15,186,201
563,11/14/2011,4,0,11,14,0,1,1,1,0.62,0.6212,0.46,0.4478,47,138,185
564,11/17/2011,4,0,11,13,0,4,1,2,0.34,0.303,0.49,0.4478,15,109,124
565,11/17/2011,4,0,11,15,0,4,1,2,0.34,0.303,0.49,0.4478,10,106,116
566,11/23/2011,4,0,11,15,0,3,1,2,0.42,0.4242,0.54,0.4478,13,194,207
567,11/23/2011,4,0,11,22,0,3,1,1,0.34,0.303,0.61,0.4478,3,59,62
568,12/7/2011,4,0,12,22,0,3,1,3,0.24,0.197,0.93,0.4478,0,13,13
